Community By-Name List | Client information,List management,Unique identifier/ HIFIS client ID,Last contact date,Triage and assessment | Assessment type,Location,Assessment completed,months_homeless_year,months_homeless_3years,Date Housing history updated,sleeping_arrangement,Housed,Veteran information | Veteran status,Veteran status confirmed,VAC eligible,gender,Date of birth,age,Head of household,Number of children (age 0-18) to be housed with client,indigenous_identity,Resource matching | Referral agency,Added to By-Name List,Consent obtained,Documents collected,Matched to case management resources,Accepted case management resources,assigned_agency,Matched to housing allowance/rent subsidy resources,Accepted housing allowance/rent subsidy resources,Matched to housing,Accepted housing,Asylum Seeker,chronically_homeless,youth,3.1 Indigenous,institution_transition,3.1.1 Household members active on BNL in the year,3.2 New on BNL (Inflow),3.3 Returned to active status on BNL from any inactive status (excludes from housing),"3.4 Return to homelessness on BNL from housing, 1 or more times (Inflow)",3.5 Become inactive on BNL (Outflow),3.6 & 3.6.1 Moved into housing (any type) (Outflow),4.1 Asssisted through HPP to be housed in Supportive Housing or Long-term Housing (rent supplements or housing allowances),Administrator | Administrator notes | Last Administrator update,Last name,First name,Track changes,By-Name List monthly data | Inactive policy timeframe,May 2025: housed,Reporting period,Reporting period change: All populations,Reporting period change: Chronic criteria only,Reporting period change: Veteran criteria only,Reporting period change: Youth criteria only,Reporting period change: Single adult criteria only,Reporting period change: Family criteria only,Added to By-Name List date,column_59,Housed date,column_61,Data point date,column_63,Reporting month (DNE) | 2026-02-01 00:00:00,Chronic data,Veteran data | CW Brittany,Youth data,Single adult data,Family data,All population data,HPP performance indicators | Households,income_source,referrals,Willowdale,consents,RGI,rent support status
Housed,Housed,,2023-01-26 00:00:00,,Carleton Place,2023-01-26 00:00:00,6,6,2023-03-01 00:00:00,Couch surfing,2023-03-01 00:00:00,,,,Male,1995-06-23 00:00:00,30,Adult,,,Lanark County Social Services/Housing,2023-01-26 00:00:00,Yes,2023-01-26 00:00:00,,,Lanark County Social Services/Housing,,,,,,ü,,,,,ü,,,,,,2023-03-01 00:00:00,Hogan ,Valerie ,"OW, Anna is CW. Mar 1:  Moved to housing in Carleton Place",2023-05-26 00:00:00,Inactive,2023-03-01 00:00:00,,Aged-in: chronic,,,,,,January,2023,March,2023,March,2023,,Chronic,---,---,Adult,---,---,All populations,---,,,,,,
Housed,Housed,,2023-05-01 00:00:00,,Smiths Falls,2023-02-09 00:00:00,5,5,2023-02-09 00:00:00,Hotel and/or motel,2023-05-01 00:00:00,,,,Female ,1990-01-26 00:00:00,36,Family,3,,Victim Services,2023-02-23 00:00:00,Yes,2023-02-09 00:00:00,,,Lanark County Social Services/Housing,,,,,,,,,,,ü,,,,ü,ü,2023-05-01 00:00:00,Hogan ,Valerie ,"ODSP. Living in Roger's Motel with 3  kids. Will only look in SF for housing because wants to be close to family.  No COHB or RGI applications. Feb 24:Paying for motel herself effective Feb 20  when she receives CTB. May 2023: renting market rent, received extra HPP funding, offered BNL rent support but didn't follow up.",2023-08-29 00:00:00,Inactive,,,,,,,,,February,2023,May,2023,---,---,,---,---,---,---,Family,---,All populations,---,,,,,,
Inactive,Documents needed,,2024-06-01 00:00:00,,Smiths Falls,2023-09-18 00:00:00,12,13,2023-10-01 00:00:00,Hotel and/or motel,,Not a veteran,,,Male,1991-10-05 00:00:00,34,Adult,,,Lanark County Social Services/Housing,2023-09-18 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,ü,,,,,ü,,,,,,2024-06-01 00:00:00,Hogan ,Valerie ,Nov 2023: became chronic June 2024: inactive: lost contact ,2024-09-29 00:00:00,Inactive,2024-06-01 00:00:00,Moved to inactive: lost contact,,,,,,,September,2023,---,---,June,2024,,Chronic,---,---,Adult,---,---,All populations,---,ODSP,HBCM,willowdale,,,
Housed,Housed,,2025-01-01 00:00:00,,Smiths Falls,2024-11-28 00:00:00,4,4,2024-11-01 00:00:00,Hotel and/or motel,2025-02-01 00:00:00,Not a veteran,,,female,1983-01-27 00:00:00,43,Family,2,Non-Indigenous,Lanark Leeds Grenville Mental Health and Addictions,2024-11-01 00:00:00,Yes,,,,Lanark Leeds Grenville Mental Health and Addictions,,,,,,,,,,,ü,,,,ü,ü,2025-02-01 00:00:00,Hogan ,Valerie ,"Nov 2024:  added to bnl, family, not chronic Feb 2025: housed ",2025-05-01 00:00:00,Inactive,,,,,,,,,November,2024,February,2025,---,---,,---,---,---,---,Family,---,All populations,---,ODSP,HBCM,,,,
Housed,Housed,,2024-07-01 00:00:00,,Carleton Place,2024-06-01 00:00:00,12,13,2024-06-01 00:00:00,Couch surfing,2024-07-01 00:00:00,Not a veteran,,,Female,2006-05-24 00:00:00,19,Youth,,Non-Indigenous,Lanark County Social Services/Housing,2024-06-01 00:00:00,Yes,,,,Cornerstone Landing,,,,,,ü,ü,,,,ü,,,,ü,,2024-07-01 00:00:00,Hogan ,Valerie ,"June 2024:  added to BNL, chronic youth  July 2024:Housed ",2024-10-29 00:00:00,Inactive,,,,,,,,,June,2024,July,2024,---,---,,Chronic,---,Youth,---,---,---,All populations,---,OW ,,,,,
Inactive,Documents needed,,2023-11-01 00:00:00,,Perth,2023-09-01 00:00:00,3,3,2023-10-01 00:00:00,Hotel and/or motel,,Not a veteran,,,Female,2002-09-22 00:00:00,23,Youth,,,Lanark County Social Services/Housing,2023-09-01 00:00:00,Yes,,,,Lanark County Mental Health ,,,,,,,ü,,,,ü,,,,,,2023-09-01 00:00:00,Hogan ,Valerie ,"Nov 2023: inactive, left area",2024-02-29 00:00:00,Inactive,2023-11-01 00:00:00,Moved to inactive: left community,,,,,,,September,2023,---,---,November,2023,,---,---,Youth,---,---,---,All populations,---,,,,,,
Housed,Housed,,2023-07-31 00:00:00,,Almonte,2023-04-19 00:00:00,12,22,2023-04-19 00:00:00,Shelter,2023-08-01 00:00:00,,,,Female ,1990-07-02 00:00:00,35,Family,4+,Non-Indigenous,Lanark County Interval House,2023-04-19 00:00:00,Yes,,,,Lanark County Interval House,,,,2023-08-01 00:00:00,,ü,,,,,ü,,,,ü,,2023-04-19 00:00:00,Hogan ,Valerie ,"Housed Aug 1, 2023",2023-11-28 00:00:00,Inactive,,,,,,,,,April,2023,August,2023,---,---,,Chronic,---,---,---,Family,---,All populations,---,,,,,,
Inactive,Awaiting match,,2022-03-29 00:00:00,,,2022-03-28 00:00:00,4,0,2022-03-28 00:00:00,Shelter,,,,,Female,2000-02-26 00:00:00,26,Adult,1,,Lanark County Social Services/ Housing,2022-03-31 00:00:00,Yes,2022-03-31 00:00:00,,,Lanark County Social Services/ Housing,,,,,,,,,,,,,,,,,2022-03-31 00:00:00,Coutts,Brooke,"New referal, paid motel, 1 dependant not in her care, has a partner, youth",2022-07-27 00:00:00,Inactive,,,,,,,,,March,2022,---,---,---,---,,---,---,---,Adult,---,---,All populations,---,,,,2024-11-05 00:00:00,"May 2, 2023 ( SF locations)",not on the list 
Housed,Housed,,2024-09-01 00:00:00,,Perth,2023-04-21 00:00:00,12,19,2023-10-01 00:00:00,Hotel and/or motel,2024-10-01 00:00:00,,,,Male ,1964-02-13 00:00:00,62,Adult,,Non-Indigenous,Lanark County Social Services/Housing,2023-04-21 00:00:00,Yes,,,,Lanark County Mental Health ,,,,2024-10-01 00:00:00,,ü,,,,,ü,,,,ü,ü,2023-04-21 00:00:00,Hogan ,Valerie ,"Sept 28, 2023: Aged into chronic",2024-12-30 00:00:00,Inactive,2023-09-01 00:00:00,,Aged-in: chronic,,,,,,April,2023,October,2024,September,2023,,Chronic,---,---,Adult,---,---,All populations,---,ODSP,HBCM,willowdale,,,
Inactive,Documents needed,,2024-09-11 00:00:00,,Smiths Falls,2024-09-11 00:00:00,3,6,2024-09-11 00:00:00,Couch surfing,,Not a veteran,,,female,1982-03-14 00:00:00,44,Adult,,Métis,Lanark County Mental Health ,2024-09-11 00:00:00,Yes,,,,Lanark County Mental Health ,,,,,,,,ü,,,ü,,,,,ü,2024-11-01 00:00:00,Hogan ,Valerie ,"Sept 2024:  added to BNL, single adult, not chronic Nov 2024: Became inactive: left community ",2025-01-09 00:00:00,Inactive,2024-11-01 00:00:00,Moved to inactive: left community,,,,,,,September,2024,---,---,November,2024,,---,---,---,Adult,---,Indigenous identity,All populations,---,LTD,HBCM,,,,
Housed,Housed,,2025-05-01 00:00:00,,Smiths Falls,2024-08-01 00:00:00,12,20,2024-08-29 00:00:00,Couch surfing,2025-05-01 00:00:00,Not a veteran,,,female,1972-11-11 00:00:00,53,Adult,,Non-Indigenous,Lanark County Social Services/Housing,2024-08-01 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,2025-05-01 00:00:00,2025-05-01 00:00:00,,ü,,,,1,ü,,,,ü,ü,2025-05-01 00:00:00,Hogan ,Valerie ,"Aug 2024: added to BNL, chronic single  May 2025:Housed ",2025-08-29 00:00:00,Inactive,2025-03-01 00:00:00,Returned from inactive,,,,,,,August,2024,May,2025,March,2025,,Chronic,---,---,Adult,---,---,All populations,1,ODSP ,HBCM,not interested in Willowdale,,,
Housed,Housed,,2025-04-01 00:00:00,,Smiths Falls,2025-01-14 00:00:00,4,4,2025-01-01 00:00:00,Permanent and/or long-term housing,2025-04-01 00:00:00,Not a veteran,,,female,1994-11-08 00:00:00,31,Family,2,Non-Indigenous,Lanark County Social Services/Housing,2025-01-01 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,,,,,3,ü,,,,ü,,2025-04-01 00:00:00,Hogan ,Valerie ,"Jan 2025:  added to BNL , family, not chronic April 2025: Housed ",2025-07-30 00:00:00,Inactive,,,,,,,,,January,2025,April,2025,---,---,,---,---,---,---,Family,---,All populations,All populations,OW,,,,,
Housed,Housed,,2022-12-23 00:00:00,,Carleton Place,2022-12-23 00:00:00,9,9,2023-01-09 00:00:00,Unsheltered,2023-01-01 00:00:00,,,,Male,1956-12-01 00:00:00,69,Adult,,,Lanark County Social Services/Housing,2022-12-23 00:00:00,Yes,2022-12-23 00:00:00,2023-12-23 00:00:00,2022-12-23 00:00:00,Lanark County Social Services/Housing,,,,,,ü,,,,,ü,,,,,ü,2022-12-23 00:00:00,Hogan ,Valerie ,Presentad as homeless in CP office after living in truck for several months. Jan 9: Moved into a funded bed at Paradise Valley in early Jan 2023.,2023-04-22 00:00:00,Inactive,,,,,,,,,December,2022,January,2023,---,---,,Chronic,---,---,Adult,---,---,All populations,---,,,,,,
Housed,Housed,,2025-07-11 00:00:00,,Carleton Place,2025-07-11 00:00:00,1,1,2025-07-31 00:00:00,Permanent and/or long-term housing,2025-07-01 00:00:00,Not a veteran,,,female,1961-09-11 00:00:00,64,Adult,,Non-Indigenous,Lanark County Social Services/Housing,2025-07-11 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,2025-07-01 00:00:00,,,,,,,1,ü,,,,ü,ü,2025-07-01 00:00:00,Hogan ,Valerie ,"July 2025:  added to BNL, single not chronic",2025-11-08 00:00:00,Inactive,,,,,,,,,July,2025,July,2025,---,---,,---,---,---,Adult,---,---,All populations,All populations,ODSP,,,,,
Housed,Housed,,2025-01-01 00:00:00,,Perth,2024-11-27 00:00:00,3,5,2024-11-01 00:00:00,Hotel and/or motel,2025-01-01 00:00:00,Not a veteran,,,male,1985-01-01 00:00:00,41,Adult,,First Nations: off-reserve,Lanark County Social Services/Housing,2024-11-01 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,,,,,,ü,,,,,,2025-01-01 00:00:00,Hogan ,Valerie ,"Nov 2024:  added to BNL, single, not chronic Jan 2025: housed ",2025-05-01 00:00:00,Inactive,,,,,,,,,November,2024,January,2025,---,---,,---,---,---,Adult,---,Indigenous identity,All populations,---,ODSP,,,2024-06-01 00:00:00,,
Housed,Housed,,2022-09-06 00:00:00,,Smiths Falls,2022-09-06 00:00:00,3,3,2022-09-06 00:00:00,Unsheltered,2022-11-01 00:00:00,,,,Female,1971-04-24 00:00:00,55,Adult,,,Victim Services,2022-09-06 00:00:00,Yes,2022-09-06 00:00:00,,,Lanark County Interval House,,,,,,,,,,,ü,,,,,,2022-09-06 00:00:00,Hogan ,Valerie ,"OW recipient, wants to move to London ON.  Working FT at Tweed. Moved to Leeds Grenville,living with friend, able to stya there until spring at least. ",2023-01-04 00:00:00,Inactive,,,,,,,,,September,2022,November,2022,---,---,,---,---,---,Adult,---,---,All populations,---,,,,2025-04-02 00:00:00,"submittd March , needs NOADeadline was July 2/2025. Haven’t canceled yet. ",
Housed,Housed,,2023-11-01 00:00:00,,Perth,2023-07-01 00:00:00,4,4,2023-10-01 00:00:00,Declined,2023-11-01 00:00:00,,,,Female,1961-12-16 00:00:00,64,Adult,,,Lanark County Interval House,2023-07-01 00:00:00,Yes,,,,Lanark County Interval House,,,,2023-11-01 00:00:00,,,,,,,ü,,,,,ü,2023-07-24 00:00:00,Hogan ,Valerie ,Nov 2023: housed ,2024-02-29 00:00:00,Inactive,,,,,,,,,July,2023,November,2023,---,---,,---,---,---,Adult,---,---,All populations,---,,,,,,
Housed,Housed,,2024-01-01 00:00:00,,Carleton Place,2023-11-06 00:00:00,9,14,2024-01-01 00:00:00,Permanent and/or long-term housing,2024-01-01 00:00:00,Not a veteran,,,Male,1986-12-10 00:00:00,39,Adult,,,Lanark County Social Services/Housing,2023-11-06 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,ü,,,,,ü,,,,,,2024-01-01 00:00:00,Hogan ,Valerie ,"Nov 2023: added to BNL, single chronic Jan 2024: housed",2024-04-30 00:00:00,Inactive,,,,,,,,,November,2023,January,2024,---,---,,Chronic,---,---,Adult,---,---,All populations,---,,,,,,
Housed,Housed,,2022-10-18 00:00:00,,Smiths Falls,2022-10-18 00:00:00,8,8,2022-10-18 00:00:00,Couch surfing,2023-02-21 00:00:00,,,,Male,1994-11-15 00:00:00,31,Adult,,,Lanark County Social Services/Housing,2022-10-18 00:00:00,Yes,2022-10-18 00:00:00,,,Lanark County Social Services/Housing,,,,,,,,,,,ü,,,,,,2022-10-18 00:00:00,Hogan ,Valerie ,"living in car and couchsurfing.  Employed FT, monthly salary $2600.00/month March 23: Todd is renting in SF, $1000.00/month. Active on OW CW Amy B.",2023-02-15 00:00:00,Inactive,2023-02-28 00:00:00,Returned from inactive,,,,,,,October,2022,February,2023,February,2023,,Chronic,---,---,Adult,---,---,All populations,---,,,,,,
Housed,Housed,,2022-01-21 00:00:00,,,,7,7,2022-02-21 00:00:00,,2022-10-01 00:00:00,,,,Male,1963-11-26 00:00:00,62,Adult,,,Lanark County Social Services/ Housing,2021-09-27 00:00:00,Yes,2021-09-27 00:00:00,,,,,,,,,,,,,,,,,,,,2021-01-27 00:00:00,Coutts,Brooke,referral from housing Wendy,2022-05-21 00:00:00,Inactive,,,,,,,,,September,2021,October,2022,---,---,,Chronic,---,---,Adult,---,---,All populations,---,,,,,,
Housed,Housed,,2025-10-01 00:00:00,,Carleton Place,2025-07-01 00:00:00,6,6,2025-05-08 00:00:00,Permanent and/or long-term housing,2025-10-01 00:00:00,Not a veteran,,,male,1955-11-29 00:00:00,70,Adult,,Non-Indigenous,Lanark County Mental Health ,2025-05-08 00:00:00,Yes,,,,Lanark County Mental Health ,,,,,,,,,,1,ü,,,,ü,,2025-10-01 00:00:00,Hogan ,Valerie ,"May 2025: added to BNL, not chronic adult Oct 2025: aged into chronic, housed ",2026-01-29 00:00:00,Inactive,2025-10-01 00:00:00,,Aged-in: chronic,,,,,,May,2025,October,2025,October,2025,,Chronic,---,---,Adult,---,---,All populations,All populations,OAS and union pension ,,,,,
Housed,Housed,,2025-05-01 00:00:00,,Lanark Highlands,2025-02-20 00:00:00,2,2,2025-02-01 00:00:00,Permanent and/or long-term housing,2025-05-01 00:00:00,Not a veteran,,,non-binary,1976-10-12 00:00:00,49,Adult,,Non-Indigenous,Other,2025-02-01 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,,,,,1,ü,,,,ü,,2025-05-01 00:00:00,Hogan ,Valerie ,"Feb 2025: added to BNL , single not chronic May 2025: housed ",2025-08-29 00:00:00,Inactive,,,,,,,,,February,2025,May,2025,---,---,,---,---,---,Adult,---,---,All populations,All populations,ODSP ,,,,,
Inactive,Documents needed,,2024-12-01 00:00:00,,Perth,2024-06-11 00:00:00,9,9,2024-06-01 00:00:00,Hotel and/or motel,,Not a veteran,,,Female,1976-06-21 00:00:00,49,Adult,,Non-Indigenous,Lanark County Social Services/Housing,2024-06-01 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,ü,,,,,ü,,,,,,2024-11-01 00:00:00,Hogan ,Valerie ,"June 2024: added to BNL, single not chronic Nov 2024: aged into chronic",2025-03-31 00:00:00,Inactive,2025-02-01 00:00:00,Moved to inactive: lost contact,,,,,,,June,2024,---,---,February,2025,,Chronic,---,---,Adult,---,---,All populations,---,CPP-D,,,,,
Actively homeless,Documents needed,,2026-02-01 00:00:00,,Smiths Falls,2024-09-09 00:00:00,12,23,2024-09-09 00:00:00,transitional housing ,,Not a veteran,,,male,1983-06-26 00:00:00,42,Adult,1,Non-Indigenous,Lanark County Mental Health ,2024-09-09 00:00:00,Yes,,,,Lanark County Mental Health ,,,,,,ü,,,,1,ü,,,,,ü,2024-09-09 00:00:00,Hogan ,Valerie ,"Sept 2024:  added to BNL, single chronic",2026-06-01 00:00:00,Actively homeless,,,,,,,,,September,2024,---,---,---,---,,Chronic,---,---,Adult,---,---,All populations,1,ODSP  and self-employment ,,no because of child visits.,2025-04-02 00:00:00,"submitted March , needs NOA",
Housed,Housed,,2025-11-01 00:00:00,,Carleton Place,2025-03-01 00:00:00,11,13,2025-11-01 00:00:00,Permanent and/or long-term housing,2025-11-01 00:00:00,Not a veteran,,,male,1974-12-20 00:00:00,51,Adult,,Non-Indigenous,Lanark County Social Services/Housing,2025-03-01 00:00:00,Yes,,,,Lanark County Social Services/Housing,,,,,,ü,,,,1,ü,,,,ü,ü,2025-11-01 00:00:00,Hogan ,valerie ,"2025-03-01, added to BNL , single not chronic June 2025: became chronic Nov 2025: housed",2026-03-01 00:00:00,Actively homeless,2025-06-01 00:00:00,,Aged-in: chronic,,,,,,March,2025,November,2025,June,2025,,Chronic,---,---,Adult,---,---,All populations,All populations,OW,,,,,
Housed,Housed,,2025-09-01 00:00:00,,Carleton Place,2025-02-10 00:00:00,12,15,2025-02-10 00:00:00,Permanent and/or long-term housing,2025-09-01 00:00:00,Not a veteran,,,female,2006-12-09 00:00:00,19,Youth,,Non-Indigenous,Victim Services,2025-02-10 00:00:00,Yes,,,,Victim Services,,,,,,ü,,,,1,ü,,,,,,2025-02-01 00:00:00,Hogan ,Valerie ,"Feb 2025:  added to BNL, youth chronic Sept 2025: housed ",2025-12-30 00:00:00,Inactive,,,,,,,,,February,2025,September,2025,---,---,,Chronic,---,Youth,---,---,---,All populations,All populations,no income,,,,,
Housed,Housed,,2024-07-01 00:00:00,,Carleton Place,2024-06-01 00:00:00,10,10,2024-06-01 00:00:00,Shelter,2024-07-01 00:00:00,Not a veteran,,,Female,1977-08-13 00:00:00,48,Adult,,Non-Indigenous,Lanark County Interval House,2024-06-01 00:00:00,Yes,,,,Lanark County Interval House,,,,,,ü,,,,,ü,,,,ü,,2024-07-01 00:00:00,Hogan ,Valerie ,"June 2024: added to BNL, chronic adult July 2024: Housed ",2024-10-29 00:00:00,Inactive,,,,,,,,,June,2024,July,2024,---,---,,Chronic,---,---,Adult,---,---,All populations,---,ODSP,,,,,
